name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Cap of the Wild,BotW_Cap_of_the_Wild_Icon.png?version=0c88d641811116dc2e08b4c510bf8ec8 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/TIZx-Q8x6pna-87vKjLSqA/RDYp4MEQAJuEOBQsekPuSLOkCRkCrRnv5mpmUz9ecSaFOftqmGDp1ivLBS5mdUG5vzCz-rF_68LKfJUvhE9gnMImlxHL9E2NC2-mN_m678dFgSCF_wvpuFRMqPoab3CjVHjqpNZefo7N7WO-2ZpjYFIbgomtBImP88TFjj7K1VI/XnhazDKAHPd3Fd8Vo4M0B98YU4LYv74psqb4SHHD_rU),Armor,Head,,,,,,4.0,7.0,12.0,18.0,28.0,,"According to legend, this cap was crafted for a hero who travels the wild lands. Wearing it just feels so right.",125.0,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Star Fragment,Shard of Farosh's Horn",Find all 120 Shrines,
Cap of the Wind,BotW_Cap_of_the_Wind_Icon.png?version=8faa79dfee6b4b017270746eec8d7cca (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/qJ5ThVA8WTshk8cHXs9mNg/vznqCLTZf3f1VTL2Q3PYxaJJVQKcACofy1vO5fyXrj-JXqNXHX-IOokbpXW69GiXSFJ7awuahNO9ruiZ8-ZJbDIj-jdKQ3XCX61lPjHFrpEyYDUoIPQton-CS6sbDrcuy-gQTTNtX_dX5N_BY20K18XcZA89A5IfKE8vtfH9w3Q/NDALAY4F7ooqfsa_doY0ssgJyqf8tzv9jAoIQ0aWDP8),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,,"According to legend, this cap was treasured by a hero who traveled the Great Sea. It flaps quite serenely in a soft sea breeze.",125.0,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4","Opal,Star Fragment",Amiibo - Toon/WW Link,
Cap of the Sky,BotW_Cap_of_the_Sky_Icon.png?version=21d7d3bb23cb7cc2cf58f6fc315d6f1f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/EOgL2fgCDnBtMQKjrzApyg/3kmcC2CnX1Hb4QqqywVopTYHGUeM2XwE-j2zsoUIUbzj7nTk2tuHb_Z7T0h4ecohJGjnnXuc7o_garS0qbfyDttyUQHCNE9MbIZZbFalr948rb6qqnWLZyfxSEifLGzQD_8ZbpUQeaBrgN_SkZjl2jq8Xe7mWMNLcY9YkrOuhKA/iCmxCnLRomi_u4qayetmIoiOk8NSQu4NURkCVo0aV-k),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,,"According to legend, this cap was once worn by a hero who appeared from the sky riding a mighty bird. Perfect for those who long to take to the skies.",125.0,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Framgnet x4","Sapphire,Star Fragment",Amiibo -,
Cap of Time,BotW_Cap_of_Time_Icon.png?version=9a5a064c3df79045ac709abedfdc1e70 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/xQbMRnMtSVXFhOtqKpSYhg/9s-XOjL3Az6VCm0KG8cvAHxJnTH_G6njSaUdEcwFwzPS_Af-VohjWWyeN_DwOvtUiGlIueu5x9FIhnVOVMvfukiRiZJziuLvqWx-FBCmEySA-pWjo1XwJSoDlq3DYEvX_DAgUBkMRVGRCCSt4IquRranH8im1bhLNg3ROTkFZoQ/2Xatw8xEN3oPGNZRbDeQJL4apN-dKyqXuvzUZXO852M),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,,"According to legend, this cap was once worn by a hero who traveled through time. A truly timeless item perfect for kids and adults alike!",125.0,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Amber,Star Fragment",Amiibo - Ocarina of Time,
Cap of Twilight,BotW_Cap_of_Twilight_Icon.png?version=906cade7c9a063597650925e2cbbb546 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/IxoRR3gj-5KtjBJMC-TFew/KvA4uhVnxxIkikNtnRYc0h0BA_AgaAHWKSpYn-EkgNbaa9epusMwF8-y6ydrLv61Q2_3AI03gwhjsCR60Ndr03OtC0neoeFvAM4ExeN1PBlL5qG647EhaeoRnLHe7aLTZVOjH05RLdfLT9U329ExCME-PLJrQ_QzyGp82ZnkGDg/zS6pLwKiIk_2FliKABK5NidB2O3ajkZ1m8B5Se_6Mt4),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,,"According to legend, this cap was once worn by a hero who battled the monsters of twilight. For one reason or another, it seems to smell of some beast...",125.0,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4","Topaz,Star Fragment",Amiibo - SSB Link,
Climber's Bandanna,BotW_Climber%27s_Bandanna_Icon.png?version=bc0e2e80b1f2f338735d582d56aa9046 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/t-R32piUKQl6OfW5ISHsyg/23OIdWcV1ZcnebF2lHdU_RGb_LNjZqdSXTVs8ubFF4WoEnl-Srl2N8X1ouZGACSa-eHHNAp0DdrjyQsQRj3xNemMUCyB9y0PUKvXznsFzfLMnj187si2dfItj-e0qlYU3W42hkb1s5yqliK-CoAi1h2WPcYRZnRe0RyjLHJwdgK7XN5pgn24ujzYHZgr1Hlw/-U3Tr0P8ZjYddz5q1JXcQojU9Oaz1tWx7N5Ng_h-zc0),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Climb Speed,"It may look like a regular bandanna, but it's actually infused with ancient technology that enhances core strength to improve your climbing ability.",600.0,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Ree Dahee,
Dark Hood,BotW_Dark_Hood_Icon.png?version=c09e2434172de76a3fcf44cd35c39e96 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/nJk5YMIvHtsBgn39mr2EEg/TDUi1fruzj-ypn1j_TLYN1vZHrniGuncO9iWYbcawYaT5Gae0Y0_zTEIAlkeofuiBN9TaMnKaoHsDuA1FipUfLgKr_pQXFsyKKZY9OXuhS2Ewmos1N8gexoElh93mvfnLFOEMUZU4elBv7_PkV0gsaGU1fSkwJ7fjOh_38MJrBU/-p6RapzzgQrOmLM3j1unz8RBQEW7GN4Te9LiJUQVTWA),Armor,Head,,,,,,3.0,,,,,,This headgear is the product of Kilton's monster research. He crafted it with a monster born from the shadows in mind. The eyes glow an eerie red in the dark.,9.0,Night Speed,,,,,,Kilton's Shop,
Desert Voe Headband,BotW_Desert_Voe_Headband_Icon.png?version=721b8d03ede839b0ff3385d5106ec10d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Vd7vk7RTnR4LokhxuwGphQ/nmjLYKLGK0eTGmiiDZadYt4CVhfLQyeM_WgE5Pb6dmUT8W9E9qQ5FOFlCA-dCVmUzqBFbBOG7wJTNJmK1qAhpaOh8mWIeaKp5hylnfZLJvpz36ZKQtncz5Kl3EIiAXkFgmCtkQ8LcIorlprqL3lhUrVric-Mk-64tQ7mIvKIxFQJXCV7iw7kp44Lri1C73Mp/c6MdeXe-5fwajMSPuJ4NRWg-hIHK8Q1zDpWKXVSfdHo),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Heat Resist,"Gerudo armor for males. Contains sapphire, which harnesses the power of ice to make the heat more bearable.",115.0,Shock Resistance,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice Keese Wing x3","Ice Keese Wing x8, Icy Lizalfox Tail x3","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",Gerudo Secret Club,
Diamond Circlet,BotW_Diamond_Circlet_Icon.png?version=b1fcca3eeef51cd444d258f11612d1ff (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/X_pRn1oogIbtoXL3_zOxvg/IpIC03ljLDkZMUT33YyQ6uJ6OdGA17aySYLkDp4eepeXSM_sckC78ta1DXKJb_M4EyI_dfuKCArj4Lxe9WpgIksmGRFCXkGdUDpM7KuRkfFxjPpybeReI3Dn9xrmZJvDZbD_-NIZPSNgudmOWU-6MRapdqvMfZK3RxU77Q8HN-w/shTDlztQbpg-xLXIg-g2rrZtGnKRKt2cerMA9fZLbME),Armor,Head,,,,,,4.0,7.0,12.0,18.0,28.0,Guardian Resist,"A luxurious headpiece sold at Gerudo jewelry shops. It's decorated with a diamond, which harnesses the power of light to reduce damage received from ancient enemies.",375.0,,"Diamond x2, Flint x3","Diamond x4, Flint x3","Diamond x6, Star Fragment x1","Diamond x10, Star Fragment x1","Diamond,Flint,Star Fragment",Gerudo Secret Club,
Fierce Deity Mask,BotW_Fierce_Deity_Mask_Icon.png?version=8cb0e4cd3a80cbd2860f13e3b56517ac (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/CA_ViXmbNniAXUhiTKbaHQ/AgqaFgaHqWC2G_69MO0pNHDjkuln6jXIdI4t7iLIGnblzmFeVZHkCEVuENy1NcjG8l0_0DDVbdf0EaIF27Cr0-RsY5CkQAQCPPn2CY6WmFrIl7SalphsafMYcxfclC_IJONWZFcrW8D_viPcR6Rch-DnFRPVwwvr1kFohgORp82P8ICG_yjn4KX4fSm-fkyt/oh7iQddewTNkC3kWSzE4c5qO8xa60r2Aqqx7LOIepzA),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Attack,"Legends say this mask was once worn by a hero from a world in which the moon threatened to fall. It looks scary, but wearing it offers fierce, godlike power.",125.0,Charge Attack Stamina,"Hinox Toenail x5, Dinraal's Scale x1","Hinox Tooth x5, Dinraal's Claw x1","Hinox Guts x5, Shard of Dinraal's Fang x1","Lynel Guts x5, Shard of Dinraal's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Helm,BotW_Flamebreaker_Helm_Icon.png?version=ad61c438683808adaee015e95ee92046 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/hf2X_kE8I6pl2rVIACaMBQ/pcXYQFbY-9V6Z2XkbhCXBi74UQGNSAfpKXWnB7J_gYzXdo8iCtt6MhBiN6CdSdw3Cf6RdTYdBfasqVbEHSYDosHphjuNufzdOPYWR0k67Dd67u_Dkz72a9s1VhzDCnzGIqvdypCsriP2wTTXx_uqghwae8o_ssyw4VNyexnvZ2EIccry6UDkwPJwVEt5bPKU/6AA9OOu1vDR_3DNCNg5RwkyZp4WKV2nxneSw5GMK90o),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Flame Guard,"Stone headgear made by Goron craftsmen to protect tourists visiting Goron City. As if its flame resistance isn't enough of a selling point, it also covers your entire head!",500.0,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Veil,BotW_Gerudo_Veil_Icon.png?version=e1b02bf9a3ac68da882bd67a88fd7e70 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/argx3RmDIm4wipukIDlK1A/e3wvfAoXXYMiYhfVUKNe26F--8eXd-K7RWP2SQxFcp_cgxbyuXB_KtC4N6Xl3WqKff3WZH8c1LchXb5dY0ILbmwiwZP8AtFJqMvAfab_WaIP57UHDziaitPjxkv1Sqke-FU5B9jWS-xETGBWgnT53BkImJMNEOcQFVi_jAoJlKY/mhDsB64Hvpv4evodNx-2bTALc7HISSKY0jWABjD9X4o),Armor,Head,,,,,,1.0,,,,,Gerudo Town Entry,"A mask worn by Gerudo women. It protects the skin from the harsh sun, but don't expect it to protect much in combat...",45.0,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Hood,BotW_Hylian_Hood_Icon.png?version=3b38dc3a4b466213e66eabad8f766630 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ApQlmhZAUkpuHKgvAXYz9A/fNX9PUffjtcL9dI50kKs45NjG1WWscSjH7_luDqrCNm4YbDEov1--Fqhd0vEMnUTOFaMBVSXBXHYLmFVTIFsmjQBS2H8KNWcuvPAYllFl7MqiClLBv6UV0qskU6_aJ_aVmRVoszrhxuv561vjy28RQKBbbmmxrjCHkDnxmUpDKI/_-rQGFxipUoqHk-G6NY-V991BVMFRhBmd6LE3knmeuc),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,,A hood woven using traditional Hyrulean methods. It's made from a sturdy material to protect travelers from the harsh sun and weather.,15.0,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Korok Mask,BotW_Korok_Mask_Icon.png?version=6aa15b57f0023efc6ef2bee8b8feeb27 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/NEuLxwzCBK-QRjfhmVaMsw/kXhWotKvKwUXtfWh057xzgnWA55OTcVUcEFO5nWlLcXHFuW2kVHmS_LMpLY_asAUcoSIYXcGeTtMlVO5RE3R6n_aKG_PWshmdcfweZeg8PV3KifzWsc1lji0zaQvUa1q1emwlKjTZvpaznujiOiSzB8mvlZ4cHKxDSTa-eiLFwo/gMATBeHrVJB4rRCsiLuUqHjU91bGpnWb2bHE-e2hhGk),Armor,Head,,,,,,1.0,,,,,,"A mask inspired by those fun-loving Koroks. It shakes when one is hiding nearby. If sold, this rare find can't be replaced.",,,,,,,,,
Lizalfos Mask,BotW_Lizalfos_Mask_Icon.png?version=fa053283198bcc533b144f360cb94a60 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YyCPlpTKwcEIN2OXgEl7FA/93FkL_QT2uXL3OD2KUxClScrvy-h82rN-MNJSIcrNmU8PuwxfkN06RtVBlnkH61-oBg_xg8dJJaM2Ef80mkLPF2R8iyroE1iKde2MI8r8Xl_yIlhnBnaQNP40qdmJAbWKr0CsL6ADbdIwMluy8CTAaRYOOvjpDZ9QIXqF7obc8Y/vSO1BPM_jvVgrZqoNiLzCOgboPjNjkCnpmrFMOT_Cf0),Armor,Head,,,,,,3.0,,,,,Lizalfos Disguise,Kilton's handmade Lizalfos headgear. It's designed to replicate the unique tongue and horn of the Lizalfos. Equip it to blend in with Lizalfos.,,,,,,,,Kilton's Shop,
Lynel Mask,BotW_Lynel_Mask_Icon.png?version=28fa21417190c8bda67d5f0f37d1c89e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/zbjvxCIOAiKLawnjGpknyw/-7K4OB2M02XiIKuOhEFCQnp92KCdXboGNAYoyrP4nC-HlC5LZ0IXT8RcFvtkjuqbzwFmEulpttCdaFDIZjI2AmHJsFOyA-_9_N8TH_NqANsborUSCgDahn5BEnNQSUqlaR_wQj6iiOiDzlfgKcb1Rpfhryj33yEDwbrH57yVo4I/04eh7zPkVkIvVSOt6aW9zhzfgm-x7FF3yLRcSdr2Nso),Armor,Head,,,,,,3.0,,,,,Lynel Disguise,"Kilton's handmade Lynel headgear. It's so well crafted, it can deceive a real Lynel. Equip it to blend in with Lynels, but don't linger too long. Those beasts are smart.",,,,,,,,Kilton's Shop,
Majora's Mask,BotW_Majora%27s_Mask_Icon.png?version=b257c35df4b07f2afafa613b72c73115 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/kcUwQb1FVK4diGKcWuM7uw/wM5J1uVFNYsZlth8i5tS4y_jjfNkFDsQ6iQ_6xKZYTA-mbzPNiNST5z0CJzfLlasXS16UaRU-Bn3wQBf5i573eIyGDIGgvxGTI9PnjgFcy3GdLF-d337Zf9Urb6jl2JTzs0BGExguX-t7O0egkYLflmrRRsGTkjQYkUEQNC0Tmo/ruz4pVhV-wzSkJcBsSZK1r-rAdepEMR3M5PEteUNIHw),Armor,Head,,,,,,1.0,,,,,,"An eerie mask passed down from ancient times. Wearing it makes it harder for certain enemies to spot you. If sold, this rare find can't be replaced.",,,,,,,,,
Midna's Helmet,BotW_Midna%27s_Helmet_Icon.png?version=7e683118ff3e286de1d4936a62d46d10 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/gt6kJyKuTC4VcIlSV-yOMA/2K8cUoaIZYPTA5oRqvttP_HuRfDuIBXBuMd8xXbohRr0Unk4fzC66ateAmTEpJW-897ut1kbm-nHSz1EyoeNX0phWl8pk_0bJKoNMAUA0yycNi0RJ23M9jlfTsVsZZ82l3ej6NEYtJ5dFO01w_0dt_0-RcixaFTA9VbNi09YA0PsNlKkGoRwuewI5G6ohv_P/5z7eUi4pKL66mTishTSiegsXG3ZLGfeqQIZXrmQaolA),Armor,Head,,,,,,7.0,,,,,Guardian Resist,"A helmet much like the one Midna wore when she fought alongside the Hero of Twilight. If sold, this rare find can't be replaced.",,,,,,,,,
Moblin Mask,BotW_Moblin_Mask_Icon.png?version=3ce73a4f2570e8f0738b5ee9e77ccc11 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Pj6Yq7k3uaTQRbGM8jeWNw/krHfPpxcqs8uUgH5hgNttPFvMiviZWIemesHNAZSZawblcRdV5Kl3LBYdLkzyqWoPxjMoO5wlr5xyV-Mn0aUuq7ybEEruOatox90yo2QNb3HX8nj8WwPUS3EiSFlJz0a-o29_lLKZVdVPFuK6TTmnrixrJwHqFKuhEkhEYXW5kg/DASyVTR8WcQCBAkpbfe5S-J9rPLowXQNkZSsiEmRRm8),Armor,Head,,,,,,3.0,,,,,Moblin Disguise,Kilton's handmade Moblin headgear. It's designed to replicate the Moblin's distinct long nose and large horn. Equip it to blend in with Moblins.,,,,,,,,Kilton's Shop,
Opal Earrings,BotW_Opal_Earrings_Icon.png?version=ca19aee9e44ae6e1b64386d3ee845225 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/K4e-JPCifZSI5zPwheJFNA/5PBKPJ99a0fap1YFv4baJyrVeongvpK807UmUV05nXnOT7Ic8w982wPl9R-Jjkxv8DfmafG-AAb1FvgnSGoVzNhzCVsJa0gvQC-GM2evA_DsQ9dlQFTfXz3bQ8fkUmMQmqgA9D7_MwUUevQqaFT9r5WfddkHSQ-5S1l2JBDUZg0/Wqjbxekj4zr_pr6k5w_lUSGg9qARPt1w1euAJdwfEu4),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Swim Speed,"Earrings sold at Gerudo jewelry shops. They contain opal, a gem that harnesses the power of water to increase your swimming speed.",40.0,,"Opal x5, Flint x3","Opal x8, Flint x3","Opal x16, Flint x3","Opal x20, Flint x3","Opal,Flint",Gerudo Secret Club,
Phantom Helmet,BotW_Phantom_Helmet_Icon.png?version=54d1368cc9ebbd4b6d0273eab84de9ff (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/XZvT40BNFTzLJtVN8FTAUQ/or__QmWmVVQ1-XEcX5VDrdTAzxK9GEkchLh_od9qfaN2FEPu3mqHdcBPKKD84P4mCEtC_o8iBIpgdNBXxFb1HEUwfbxuoM-WcqIsBEyUQowFOV8VTX8s-rC7KaBtdwOA-ClEdriWhu8uy9YYQ0Kfph81DJReBzR_ikPxUcqTIvM/dw9ENO1jQNgeNPkShHxWRwQuFprKO8NisuUEcEP8XH8),Armor,Head,,,,,,8.0,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This helmet looks just like the ones they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Mask,BotW_Radiant_Mask_Icon.png?version=8125e0df13e525194ee8a326ad542719 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/oGYkWyNAPl08lBd-H2MD-g/ZZLoOf7eQ5KZg0PL8PMN-fogbA0vIKnnWEj0WDADMId6rMbgkdil3WRmJvkyS0O7ODOghkgsFp8rPgL2Iz6X8cPpb1_Dq0PgnVhGJbyoz0juPYO83ECAdMlMfI-cbuGyAfjRMNBRbh3QSH9ex9QHXuOa2C3LHklgbUZgx5SYqgE/368fZffHxZ3n1eC56TG-VtaEmA-ntle7qxGlQTagj8s),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Stal Lure,"A special mask for members of the Gerudo Secret Club. Painted with dye made from crushed luminous stones, it gives off a lurid, mysterious glow in the dark.",200.0,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Ruby Circlet,BotW_Ruby_Circlet_Icon.png?version=6df995e72fa61fed27ef65223c587d94 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/AgPiRJB6ERztAJBXqayBCw/dvlh_s_0yYxxZFRSCDENdgWGFGPGEg5-jDMGfHvLuDfRLRXhSK0aD0N8d_oDVWUr4sw_FDQ1j6WUyq3ISprKnbZWCc8tEuD7okX2mdptjaw9xpRdZgmOsOfsTGQoygiPV3HFW1YpdFc7Iiv7qVKJ6pKxrv32_wu5hIAOYtRbZ6Y/ITjK2ao_Kf9JhFB4eyJxuwG5rYpdD7EoTjycwTrr7i0),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Cold Resist,"A headpiece made by Gerudo craft workers. It's set with a ruby, a gem that harnesses the power of fire to make cold climates more bearable.",125.0,,"Ruby x2, Flint x3","Ruby x4, Flint x3","Ruby x6, Star Fragment x1","Ruby x10, Star Fragment x1","Ruby,Flint,Star Fragment",Gerudo Secret Club,
Rubber Helm,BotW_Rubber_Helm_Icon.png?version=20443d13d0e5861d975c5e4b717000b1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/noS75dEbGTFA9LWPoHSz7Q/Lqky097C8dgKBvaJFcR87evxCWj9pYynvaqpHZJ1iTq-v-AY6RgixQyjR2-rU4KWvPY6ZdDuwfWEHrnJsfko-doTzcuFBIG1u8aoxBTEQypD7qdkGx_5b_CA4UskiGPBL343BtSaikBiod9ETSDBzwSLVx3BHC63OQpPGoka9Jg/iRBPbwhGVREZAwCzdSDJWvYX1YbJ_ElouA3uzu0Ck9M),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Shock Resist,"A helmet made from ancient techniques and electricity-resistant material. It's made from something called ""rubber,"" a material that can no longer be found.",600.0,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Quest - Thunder Magnet,
Sapphire Circlet,BotW_Sapphire_Circlet_Icon.png?version=e1c97e1f6d52346ef1200c32b311c8b3 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/vevp5n2m6UGLYnqK_xwJxA/-ejrtg_LrTI-cjnuJCKXB4JofL0zSP0cqxbggyMWSdtp1SedCtfI7361LElK9t7rX6BgacxVhqeo-1SGfhH8_ncdOhb4FoYATOC5gk2s8n_yb3gsVgHRvIJHsZuuH451k7ZqzbUglhDb4eaILd70nlby6MRtE57xePe1ZYO29XLyNYleSObT2gLBVgenYhYF/yQT_6ETucLC4HHEA6BrugQVtHDllhFCZXDUwCA_gLbE),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Heat Resist,"An intricate headpiece crafted with Gerudo goldsmith techniques. It's set with a sapphire, a gem that harnesses the power of ice to make hot climates more tolerable.",150.0,,"Sapphire x2, Flint x3","Sapphire x4, Flint x3","Sapphire x6, Star Fragment x1","Sapphire x10, Star Fragment x1","Sapphire,Flint,Star Fragment",Gerudo Secret Club,
Sheik's Mask,BotW_Sheik%27s_Mask_Icon.png?version=b7b939aaf3b01f6488771aba415c1a51 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/lc9kn2KLvfgTlS5MmWDnIQ/Aem_ia81D-RLMAGnJy5N2H9-YLo8wnUp5uFDaRjvgAyzuYTiG5QtgXQoJ9RsZtweArCCAd3ydRjUHCAL7fnAMXjt_DW5v4Qdtp6smr8r5fnluM02o6fRT23CRo5wwTzEXe8Mz9Pa8p4UU7OGHUYoN9w-MC5lz1GLijMsNsnSCn4/kRh8M6QMx_ZOyyPE0_EGa0i3b-ayMBHM-gIpHXqCBB8),Armor,Head,,,,,,2.0,4.0,6.0,9.0,16.0,Stealth,"A mask said to have been worn by a Sheikah who saved a time-traveling hero. Made from the finest of Sheikah stealth fabrics, it is the final word in undercover gear.",125.0,,"Silent Princess x1, Star Fragment x1","Silent Princess x2, Star Fragment x2","Silent Princess x3, Star Fragment x3","Silent Princess x4, Star Fragment x4","Silent Princess,Star Fragment",Amiibo - Sheik,
Snowquill Headdress,BotW_Snowquill_Headdress_Icon.png?version=69cabba463a6e13a0d187c716c579721 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/LN4zFWxC3boozmXbcxm1Ow/Mn3mIDngCebRj8hzO5qCHSx1NE5wvvx7QLr1LvEvKmnYa2b5MNrvVlqCDJTIjNsXf7C95xSP6Vw9qt_Q8Y3rh9SKGzdlkGv2stxC9stAEyPN_jK5gFskEqfpOdv_zDhWJoRynh7hzxzqk5TTbYe95WV_3OZ0rfT_TQMD-_-F45e2M9teDQ7Q4M5tklyVHd0d/TeKCAodzIoI4gwVsY37kaJb7l8cZ5i-o9SKwZU5UMO4),Armor,Head,,,,,,3.0,5.0,8.0,12.0,20.0,Cold Resist,"A Rito accessory made from snow-bird feathers. It's adorned with a ruby, a gem that harnesses the power of fire to make cold climates more tolerable.",250.0,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
